,Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
32,Data Science Expert,"About Us

upGrad is an online education platform building the careers of tomorrow by offering the most industry-relevant programs in an immersive learning experience. Our mission is to create a new digital-first learning experience to deliver tangible career impact to individuals at scale. upGrad currently offers programs in Data Science, Machine Learning, Product Management, Digital Marketing, and Entrepreneurship, etc. upGrad is looking for people passionate about management and education to help design learning programs for working professionals to stay sharp and stay relevant and help build the careers of tomorrow.
upGrad was awarded the Best Tech for Education by IAMAI for 2018-19
upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India
upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany.
We were also covered by the Financial Times along with other disruptors in Ed-Tech
upGrad is the official education partner for Government of India - Startup India program
Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning

Role and Responsibilities

upGrad is looking for people passionate about Data Science & Machine Learning and education to help design learning programs for working professionals to stay sharp and stay relevant and help build the careers of tomorrow. The job will include the following responsibilities:
Delivering online & offline live sessions and providing guidance to students.
Preparing content for live sessions and aligning it with the recorded modules.
Plan and execute student competency assessment and engagement.
Be the interface between faculty (both academic and industry leaders) and student, to make the student’s online learning experience more engaging.
Vetting and onboarding external/freelance subject matter experts.
What we are looking for

Graduates/Post Graduates with:
Work Experience/Training experience of 2 to 5 years in Data science & machine learning roles.
Machine Learning Concepts - SVM, Recommendation systems, Random Forests, Logistic Regression, Bagging and Boosting, Linear and Nonlinear models, Bayesian theory, etc
NLP, NN and Computer Vision.
Advanced skills in SQL/MySQL.
Advanced programming skills using Python
Experience in the development of ML models at scale and knowledge of its application across sectors.
Smart, curious people who enjoy learning and upskilling in the latest fields of technology.
Ability to quickly learn various concepts, techniques & tools.",3.2,"upGrad Education Private Limited
3.2",Mumbai,"Mumbai, India",501 to 1000 employees,2015,Company - Private,Education Training Services,Education,₹1 to ₹5 billion (INR)
33,Data Scientist,"Your Profile
Will demonstrate cross functional interactions with big data engineering, product and reporting teams.
Work on building intelligence to solve business problems on customer engagement & customer experience across BookMyShow applications.
Will Perform data analysis by integrating different data sources
Will participate and add value throughout data lifecycle - data capturing, model inputs, format and API handshake required
Will develop deployable models that can be integrated with production systems
Should understand business and customer challenges and create models to support decision making
Will be developing advanced statistical models, machine learning methods, data mining ,HDFS MR jobs, Big data streaming, deploying high-end real time solutions,analysing and reporting on various datasets.
Your Checklist
Passionate about everything around data
Understanding business problems and addressing them by leveraging BIG data
Ability to communicate data models in a clear and precise manner
Building predictive statistics, user behaviour models, supervised & unsupervised machine learning.
Programming ability using R/Octave/Python or equivalent tools
Hands on SQL experience
Experience with Map Reduce , Apache streaming, HDFS and NoSQL is a plus.
Working knowledge of technology stack - HDFS, Spark, Flink, NoSQL, AWS, Docker
3 - 6 years of relevant experience.
Prior expereince of digital analytics/ fraud analytics/ forecast and personalisation is a must.
Statistics majors or equivalent in Operations Research, Applied Mathematics, Physics, Computer science is a MUST.",3.7,"BookMyShow
3.7",Mumbai,"Mumbai, India",1001 to 5000 employees,2007,Company - Private,Ticket Sales,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
34,Data Scientist,"Analyze raw data: assessing quality, cleansing, structuring for downstream processing
Design accurate and scalable prediction algorithms
Apply a broad array of analytics skills including machine learning, statistics, text-mining/NLP, and modeling to extract insights from structured and unstructured data sources and complementary real-world & digital information streams to business challenges
Design data test and learn experiments to drive personalized solutions across the customer journeys addressing key customer needs as well as enabling personalized experiences across each touch points through connective analytics
Initiate and propose unique and promising modeling features, develop new and innovative algorithms and technologies, pursuing patents where appropriate
Stay current on published state-of-the-art algorithms and competing technologies.
Apply Natural Language Processing to understand text from forum reviews, description and interactions between users
Requirements

Exp: 3 - 10 years

Preferred: Talents from Analytics/eComm/Product Firms
Modelling experience, preferably in Internet companies
Ph.D., MS, MTech, M-Stat, BTech for appropriate levels / MS or Ph.D. in Computer Science / Statistics / Applied Mathematics
Advanced knowledge of experimentation and statistical methods
Strong in statistical & machine learning concepts. Knowledgeable about the machine learning trade-offs and model evaluation
Experience with distributed big data processing (Hive/Spark). Knowledge of NoSQL data stores
Deep understanding of modern machine learning techniques and their mathematical underpinnings such as classification, recommendation systems , and natural language processing
Experience querying databases and using statistical computer languages: R, Python, SLQ, etc.
Experience using web services: Redshift, S3, Spark, Digital Ocean, etc.
Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.",3.2,"Corp Talents
3.2",Mumbai,"San Jose, CA",201 to 500 employees,2000,Company - Private,-1,-1,₹500 million to ₹1 billion (INR)
35,Data Scientist,"Experience : 2+ years

What will you do:
Should have working knowledge of relational Database designs (SQL Server, MySQL, Oracle).
Should have knowledge of Queue management systems (Redis, MSMQ, RabitMQ etc).
Should have knowledge of SQL query, Stored Procedures, Functions.
Should have knowledge of No SQL will be an added advantage.
Shall analyze, define and document system requirements for data, workflow, logical processes, interfaces with other systems, auditing, reporting requirements and production configuration.
Shall write and maintain functional and technical specifications.
Shall create scripts and packages for data integration, data maintenance or bug fixes.
Shall analyze code for problem resolution and performance optimizations.
Shall write SQL statement for ad-hoc report generation.

What we can offer
Are a young organization and the workplace is an extension of our families back home
Mondays and Fridays have the same effect on us
Value positive vibes, honesty, sense of judgment, empathy and self-motivation
Believe in experimentation and don't think of new things as daunting enough to take up at any point in time
Are looking for driven and focused individuals
Will be more than happy to hear from you
We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, jobs@bookmyshow.com :).",4.2,"Bigtree Entertainment Pvt.Ltd.
4.2",Mumbai,"Mumbai, India",201 to 500 employees,-1,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable
36,Data Engineer (ETL),"We are looking for a Data Engineer who will work on the collecting, storing, processing, and analyzing of huge sets of data (ETL). The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company.

Roles & Responsibilties
Design, develop and support data platform with large dataset for realtime and batch processing.
Implement ELT/ETL processes from a wide variety of data sources using best practices while working with other technology teams
Work with business and product teams to understand their data needs, gather requirements and delivering dataset
Work on automating/improving existing data sets, ETL/ELF pipelines
Identify the opportunities to improve data storage and query performance and implement them
Basic Qualifications

• Comprehensive knowledge of the Data Collection, Transformation, Storage and Query technologies' landscape.

• Hands on expert experience with at least a few of these systems.

• 2-4 years of strong hands-on development experience

• 1+ years experience of hands-on big data experience

• Should be able to write high quality code - preferably in Java/Python/Ruby

• Should have excellent written and verbal communication skills

• Data modelling, SQL and Databases knowledge

• Good understanding of HDFS, Hive, Spark, Kafka

Good to Have

• Exposure to Amazon Web Services

• Exposure of BI tools like Tableau/Qliksense/Superset

• Experience of building applications with streams and complex event processing

• Should be able to prioritize in fast-moving complex environment and produce solutions despite complex requirements",3.8,"Doubtnut
3.8",Gurgaon,"Gurgaon, India",51 to 200 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable
37,Data Scientist,"Data Scientist


You will discover the information hidden in vast amounts of data, and help clients make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products.

Responsibilities
– Selecting features, building and optimizing classifiers using machine learning techniques
– Data mining using state-of-the-art methods
– Extending company’s data with third party sources of information when needed
– Enhancing data collection procedures to include information that is relevant for building analytic systems
– Processing, cleansing, and verifying the integrity of data used for analysis
– Doing ad-hoc analysis and presenting results in a clear manner
– Creating automated anomaly detection systems and constant tracking of its performance
Skills And Qualifications
– Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
– Experience with common data science toolkits. Excellence in at least one of these is highly desirable
– Great communication skills
– Experience with data visualisation tools, such as D3.js, GGplot, etc.
– Proficiency in using query languages
– Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
– Good applied statistics skills, such as distributions, statistical testing, regression, etc.
– Good scripting and programming skills
– Data-oriented personality
Education
UG:Any Graduate – Any Specialization
PG:Any Postgraduate – Any Specialization",-1,Acies,Chennai,"Chicago, IL",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
38,Data Scientist,"JOB DESCRIPTION

Data Scientist

Role : Data Scientist

Experience : 5+ years

Education

Graduation / Post Graduation : Specialization in Computer Science, Software Engineering, Business Analytics etc.

Role Background

Inteliment is looking for people who aspire to solve real and complex business problems with their Data Science expertise. You will be a part of our Data Science Centre of Excellence that implements Inteliment’s Data Science Platform as well as on other industry leading platforms.

Key Responsibilities

Work closely with product engineering, client and project teams and align them with respect to your focus area.

Developing advanced algorithms that solve problems of large dimensionality in a computationally efficient and statistically effective manner.

Enhancing data collection, processing, cleansing and verifying the integrity of data used for advance analytics

Be a subject matter expert in Data Science Platform Data Science & Analytics products and offerings.

Selecting features, building and optimizing classifiers using machine learning techniques, understand and work around possible limitations in models.

To develop hypothesis and test them with careful experiments.

Aid in project planning to determine effort and time estimations.

Contributing to creation of knowledgebase for Technology platform & practise and related KMS initiatives.

Required Skills

Data-oriented personality with a good scripting and programming skills and hands-on expertise on data science toolkits, such as R, MatLab, SAS, SPSS

Hands-on expertise and exposure in NLP, machine & deep learning algorithms, model building, statistical modelling, predictive modelling environments

Excellent track record of delivery using languages like Python, R, Java and technologies like Hadoop, Git / Stash, JIRA / Rally etc.

Desired Skills

Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills

Self-directed, ability to work independently and research innovative solutions to business problems

Must be flexible to travel onsite if required.

Effective interpersonal communication across various levels of the organization.

Ability to interpret, evaluate and communicate detailed information in a manner that is appropriate to the audience.

Ability to conduct root cause analysis and performance tuning for complex business processes and functionality.

Ability to interact with IT and business users across the organization to resolve issues and provide solutions in a timely manner.

Should be proactive & transparent in the in the deliverables & critical thinker while designing the solutions.

Team oriented and enjoys working in a collaborative development environment.

Tools & Technologies

Excellent track record of delivery using languages like Python, R, Java and technologies like Hadoop, Git / Stash, JIRA / Rally, SAS, SPSS, Statistic etc.

Experience with NoSQL databases (MongoDB, Cassandra, HBase) and SQL, Hive, Pig.

Experience with data-viz tools to present trends, forecasts, patters Tools & Technologies

If you have got it all.. What are you waiting for?",4.2,"inteliment
4.2",Pune,"Pune, India",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,₹1 to ₹5 billion (INR)
39,Data Scientist,"Job Summary:
Provide strong analytical, advanced Data Science and Machine Learning expertise as a key member of our specialized science-based team focused on the research, development, and deployment of Manhattan Associates’ next-generation cloud-native Machine Learning platform
Experience in most big data and statistical analytic tools: Python, Hadoop (Hive), Elastic Search DB Familiar with machine learning algorithms/concepts
Work with our product management and application development teams to identify, prototype, develop and deploy ML-empowered solutions
Knowledge on Apache Spark, Kafka, and other data platform technologies
Assist product teams with deployment and lifecycle oversight, performance analysis, issue troubleshooting, tuning and refreshing of production models/pipelines within our Kibana ML platform
Work with large, complex data sets to extract, analyze, visualize, and infer meaningful insights
Stay current with state-of-the-art techniques and technologies in the field
Research, experiment, and benchmark new ML use cases, methods, and technologies
Communicate and document effectively, especially when communicating with non-technical business partners and customers
Experience working on Spark Streaming applications is an advantage
Why ColorTokens is the place to advance your career?

ColorTokens is a Silicon Valley company located in Santa Clara that is redefining Enterprise and Cloud Security. We are a product company in the Network and Cyber Security space. We are building a product team in India that rivals the best minds in the world and delivers products that are Novel, Refreshing and Insightful (NRI).ColorTokens core team represents deep industry experience across hardware, software and cloud technologies.

An enterprise-class technology takes time to bring to market. During this time, we do not want to expose our product and approach to competitors, experts, analysts, and the world at large. Our mission is to deliver the next generation Cyber Security platform.

At ColorTokens you will collaborate and exchange ideas and best practices with an amazing set of high skilled. ColorTokens encompasses from business strategy, user experience to technology direction.

You work in an autonomous and collaborative environment with your team in creating solutions that solve real-world challenges for your customers and together.",4.1,"ColorTokens
4.1",Hyderabad,"Santa Clara, CA",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
40,Data Scientist II,"Innovate to solve the world's most important challenges
Job Title : Data Scientist II
• 3+ years of experience in SQL query, BIG Data, Data Mining, Data Blending, Patterns, NLP ,Advanced Analytics and OCR (Image Analytics)

• Knowledge of Python (Scrapy, BeautifulSoup, SQLAlchemy, NumPy, SciPy, matplotlib, nltk, scikit,Flask).

• Knowledge on R (dplyr, tidyr, ggplot2, caret, shiny).

• Intermediate/ Expert Knowledge on Tableau

• Advanced Excel Skills( Macros, data querying)

• Solid understanding of IT Data (Incidents, Service Requests, Customer Sat, Monitoring)

• Predictive Analytics using advanced concepts in R & Python

• Some experience with software and system modeling
Additional Information
JOB ID: HRD97701
Category: Engineering
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt
Early Career (ALL)",3.7,"Honeywell
3.7",Bengaluru,"Charlotte, NC",10000+ employees,1885,Company - Public,Computer Hardware & Software,Information Technology,₹500+ billion (INR)
41,Data Scientist,"FiFyles is changing lives!

As Data Scientist eager to jump into brand new learning experiences, you’ll have fun analyzing complex, massive data sets. If this sounds like you, please read on!

Who You Are

You cut your baby teeth on Bayesian modeling and Markov chains
You love the idea of working at a startup-within-a-startup
You are curious enough to always want to dig deeper
You dream of applying machine learning to everyday tasks
You never wait for someone else to ask “why?”
You drive others crazy with how open-minded you are
Your imagination knows no bounds when it comes to slicing and dicing complex problems and data sets
You are strongly opinionated on what makes for great software skills, and love playing devil’s advocate
You believe every experience, good or bad, is an opportunity to grow
You are convinced that the best use of experience is to leverage it to learn more
You are a natural-born leader
You know how to prioritize
You are analytically curious
You still like to play “Where’s Waldo?” on occasion to test your awesome pattern-recognition skills
There’s always methodology to your madness
You know that numbers tell a good story
Spock is your favorite Star Trek character

What You Want From Your Next Career Move

To change the world using your skills in solving analytical problems. To learn. To perform data analyses on massive data sets, at scale. To manage the data demands of a company with a heart.

Why We Need You

FitFyles is a company that saves lives. A company that is going to change the face of health care for good. We need someone to administer the flow of ideas regarding data and make recommendations to influence the direction of our business by communicating results to numerous stakeholder groups. You’ll work with the massive datasets, information, and knowledge that we’re collecting and organizing, and help to drive innovation in our product and enhance user experiences. We need your unique skills to:

Help manage our intense growth by developing and executing data analyses to manage the growth demands of FitFyles
Develop, implement and maintain robust reporting methodologies and tool to support mission-critical business objectives
Pioneer new uses of data to help save lives by enhancing user growth and engagement

How You’ll Change Global Healthcare

You’ll help millions live longer, healthier, happier lives through your ability to exercise creativity in addition to your analytic skills.

What you’ve achieved

BS / MS / PhD in a quantitative discipline (applied mathematics, statistics, CS, OR, or related field)
5+ years of experience using quantitative approaches to solve challenging and meaningful analytical problems (or equivalent)
Proficiency in programming and the use of analytic tools to perform rapid design, prototyping, analysis, simulation of, and experimentation with, advanced algorithms and applications (such as Matlab / Mathematica, Java, Ruby, Python, and experience in various relational and non-relational databases)
Solid grounding in applied mathematics and statistics including expertise in Bayesian modeling, multivariate regression, logistic regression, machine learning, cluster analysis, decision analysis, time series analysis and forecasting, factor analysis, structural equation modeling, item response theory, Markov chains, and data visualization (preferred)
Startup or equivalent experience (preferred) and the drive to live the dream (required)",-1,Fitfyles,New Delhi,"New Delhi, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable
42,Data Scientist,"Overview


Elevate is recruiting a Data Scientist to play an integral role in providing service offerings to our esteemed Fortune 500 existing and prospective customers. As a Data Scientist, you will model complex datasets, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques in the legal industry.

Responsibilities & Qualifications


You Might be the Right Person if….
You enjoy working in a fast-paced, entrepreneurial environment
Strong knowledge in at least one of the following fields: machine learning, data visualization, statistical modeling, data mining, or information retrieval
Four years of professional experience working as a Data Scientist
Experience with command-line scripting, data structures and algorithms and ability to work in a Linux environment, processing large amounts of data in a cloud environment
Specifically, you will….
Build NLP solutions & products for client
Develop & design Chatbot ,design web services, testing and maintenance of the delivered solutions
Delivery of solutions aligned with project team expectations, on time, within budget, and with anticipated business value
Design and develop plug and play solutions and data integrations across multiple channels
Develop & design prototypes in the space of text , voice & image analytics
Work on proposals & rfp
Mentor & guide junior team members
Analyze and model structured/unstructured data using advanced statistical methods and implement algorithms and software needed to perform analyses
Skills for Success
Strong background in Natural Language Processing
Must have in depth knowledge of NLP Concepts- WordNet, POS Tagging, Lemmatization NP Chunking, Syntactic and Dependency Parsing, Reference Resolution, Clustering, Categorization, Topic Analysis, Summarization, NER
Strong theoretical & practical knowledge of Machine Learning Algorithms
Must have experience in developing chat bots using open source and cloud based api’s
Strong knowledge of Deep learning models like LSTM, CNN, and RNN etc.
Experience in developing models on cloud platform
Experience in developing machine learning models on platforms like tensor flow, keras, pytorch etc
Background and knowledge on Redis and Elasticsearch
Expertise in python programming
Experience with Linux OS, Docker, Kubernetes
Extremely deft at problem solving and algorithm development skills for high level business problems
Understanding of new & emerging technologies/tools related to search, data mining, information storage and retrieval, and product design/development
Strong experience in translating business requirements into prototype design
Good communication & client handling skills
Good to have experience in Image & Voice analytics
Good understanding of the SDLC and Agile Methodologies
Good to have understanding of UI development
Experience
Four years of professional experience working as a Data Scientist
Qualifications
UG: B.Tech/B.E. - Any Specialization
PG:M.Tech CS, MCA - Computers, MS/M.Sc(Science)
Company Information


Elevate is the law company. We provide consulting, technology and services to law departments and law firms. The company’s legal, business and technology professionals extend and enable the resources and capabilities of customers worldwide. Elevate’s achievements and distinctions include:
Winner of The American Lawyer Industry Awards Best Alternative Legal Service Provider of the Year 2019
Winner of British Legal Awards Alternative Service Provider of the Year 2019
Winner of IACCM Innovation and Excellence Awards 2019 - Outstanding Service Provider (Americas and Global)
Ranked as a top Global Services Provider by Chambers & Partners five years in a row.
Learn more at https://elevateservices.com,

https://www.sumatigroup.com/

See more jobs at https://elevateservices.eightfold.ai/careers

Follow us on social media

https://www.linkedin.com/company/elevate-services

https://twitter.com/ElevateServices",3.5,"Elevate Services
3.5",Chandigarh,"Los Angeles, CA",1001 to 5000 employees,2011,Company - Private,Legal,Accounting & Legal,₹5 to ₹10 billion (INR)
43,Data Scientist,"This position requires a person to design, implement and processes large data sets used for modeling, data mining.

Responsibilities :
Develop and plan required analytic projects in response to business needs.
In conjunction with data owners and department managers, contribute to the development of data models and protocols for mining production databases.
Develop new analytical methods and/or tools as required.
Contribute to data mining architectures, modeling standards, reporting, and data analysis methodologies.
Conduct research and make recommendations on data mining products, services, protocols, and standards in support of procurement and development efforts.
Work with application developers to extract data relevant for analysis.
Collaborate with unit managers, end users, development staff, and other stakeholders to integrate data mining results with existing systems.
Provide and apply quality assurance best practices for data mining/analysis services.
Adhere to change control and testing processes for modifications to analytical models.
Create data definitions for new database file/table development and/or changes to existing ones as needed for analysis.
Determine required network components to ensure data access, as well as data consistency and integrity.
Respond to and resolve data mining performance issues. Monitor data mining system performance and implement efficiency improvements.
Manage and/or provide guidance to junior members of the team.

Send us the Resume at info@zettamine.com",3.8,"ZettaMine
3.8",Hyderabad,"Hyderabad, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
44,Data Scientist,"Data Scientist

Job Description:
Expertise or extensive experience with Python/ R -programming
· A thorough understanding of SQL databases
· Excellent technical abilities
statistics and machine-learning optimization skills;
knowledge of big data
insightful data visualization capability
to use algorithms and programming to efficiently go through large datasets
Define unstructured data needs, evaluate data quality, and extract/transform data
data science programming languages and big data tools including R, Python, Spark, SQL, Hadoop
Development and deployment of an advanced solution in a Big Data

Experience Range:

4 - 8 years

Educational Qualifications:

Any graduation,

Skills Required :

data scientist,

data analyst,

Candidate Attributes :

Should be good at R Python and Big Data",3.1,"Angel Broking
3.1",Andheri,"Mumbai, India",1001 to 5000 employees,1987,Company - Private,Brokerage Services,Finance,Unknown / Non-Applicable
45,Data Scientist,"Skill: Data Scientists
Experience : 4+ Years.
Work Location : Pune.
Preferred : Immediate Joiners (10-15 Days Post Selection).

Job Description: -Â
Â
â€¢Python - ScikitLearn
â€¢Keras, tensorflow,Scala, Spark, py Spark,
â€¢Telecom Network Domain knowledge
00-12.00 Years",3.6,"Unionsys Technologies
3.6",Pune,"Pune, India",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
46,"Data Scientist II, Consumer Payments","The Amazon Payments Team manages all Amazon branded payment offerings, globally. These offerings are growing rapidly and we are continuously adding new market-leading features and launching new products. Our payments products (Amazon Co-Branded Credit Cards, Gift Cards, Points, Shop with Points and Installments ) provide the most innovative payment experience on and off Amazon. We manage a financial services ad serving platform (billions of impressions per year) through Amazons purchase path where we offer Amazon branded and non-branded payment products and services. Our team of high caliber software developers, statisticians, analysts and product managers use rigorous quantitative approaches to ensure that we target the right product to the right customer at the right moment, managing tradeoffs between click through rate, approval rates and lifetime value. We leverage the wealth of Amazons information to build a wide range of probabilistic models, set up experiments that ensure that we are thriving to reach global optimums and leverage Amazons technological infrastructure to display the right offerings in real time. We work closely with product managers to understand their business, collect requirements and deliver high value analytics and insights for the Amazon Payments team that drive acquisition, usage and loyalty. Our petabytes of data has the ability to improve the shopping experience for hundreds of millions of consumers worldwide. Our goal is to delight our customers with their purchasing experience. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the world.

We are looking for an outstanding Data Scientist that is able to comprehend the details behind the Amazon Payments Products business, understand/clarify business requirements, transform volumes of data into actionable insights, serve as the technical/statistics SME, help us improve our targeting methods/models by initiating innovative/creative projects, lead analytical discussions and road map, work across teams and influence the analytical direction of external teams, combine expert statistical/modeling knowledge with programming skills to manage and deliver on complex/critical analysis projects, independently identify and resolve business/technical issues, develop best practices and support our product managers across the world. Amazon.com has a culture of data-driven decision-making, and demands business intelligence that is timely, accurate, innovative and actionable.

Basic Qualifications

· Bachelor's degree in a quantitative field (i.e. math, engineering, statistics, finance, or similar)
· 4+ years of relevant work experience in data science, business analytics, business intelligence, or comparable experience
· Strong proficiency in MS Excel and relational databases - e.g. Redshift, SQL, ETL, Data Warehouse, etc.
· Deep understanding of common business metrics and the ability to generate new ones as needed
· Strong verbal/written communication & data presentation skills, including an ability to effectively communicate with both business and technical teams
· An ability to thrive in a highly ambiguous, fast-paced and rapidly-changing environment
· Ability to lead large projects and drive through completion

Preferred Qualifications

· Masters degree in an analytical field (or equivalent experience)
· 2+ years of relevant work experience in data science, business analytics, business intelligence (BI), or comparable experience
· Practical experience in programing or scripting languages like Python, VBA, etc.
· Familiarity with AWS solutions such as EC2, DynamoDB, and S3
· Financial service experience is a plus",4.3,"Amazon
4.3",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR)
47,Planning COE Data Scientist,"Supply Chain Planning and Materials CoE Data is a new role to HPEs Planning and Materials Management organization residing in Bangalore, India. This role will be key in driving the organization through data-based recommendations/actions to achieve better results in all metrics related to Demand, Supply, and Inventory/ Materials Management and cost. The Data Scientist will be leveraging advanced analytic, technical, and business skills to drive innovative methodologies for driving improvements for the business.

Roles and Responsibilities
Defines and develops the value proposition for supply chain analytics solutions based on user needs, business value, industry requirements and understanding of advanced analytic models (statistical, operations research, predictive and prescriptive).
Conceptualizes, builds, develops, and enhances analytic models using right modeling methodology, available structured and unstructured data, cost and timing constraints to solve the large and complex business issues, discovers and delivers compelling and clear business insights across the planning and materials management organization.
Embeds analytic models into enhanced large scale business processes and operational systems by collaborating with Application Developers.
Drives improvements in planning metrics such as forecast accuracy, inventory management, service to our customers, and cost metrics.
Using unique visualization techniques, condenses large volumes of complex ideas into elegant and simple visual models.
As a data evangelist, leads weekly meetings with Planning Leaders to provide key insights and align action plans to improve business results.
Collaborates with stakeholders in Demand, Supply, and Inventory and supplier / materials Management to ensure analysis of data considers ongoing business activities including HPE strategies, existing projects, new product introductions, etc.
Participates in supply chain design strategy for resilience and digital transformation.
Develops agile and scalable models to provide end to end and real time visibility of supply chain
Provides ad hoc analytics support to planning and materials management functions as needed
Provides thought leadership on the design of visual management tools and the usage of data science, machine learning, artificial intelligence and other tools to advance supply chain performance.


Skills and Experience
10+ years of experience in data analytics
Strong analytical and problem solving skills
Ph.D or Masters in Statistics / computer science / operations research / data science / industrial engineering / supply chain / manufacturing systems
Deep understanding of machine learning/data mining algorithms and techniques
Experiences in processing and analyzing both structured and unstructured data
Proven ability to leverage analytical skills and knowledge for business value
Solid knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.
Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, R
Proficiency in statistical tools such as R, SAS
Proficiency in visualization tools such as libraries in R, Power BI, Tableau, Qlikview (PowerBi preferred)
Ability to effectively communicate analysis results to customers and negotiate options at management levels
Experience in working with supply chain, (demand planning, materials management, or inventory management preferred)
Hewlett Packard Enterprise Values:

Partner. Innovate. Act.

We live by three core values that drive our business.

Simplified, we are good partners, great innovators and we make things happen.

Extensive social benefits, flexible working hours, a competitive salary and shared values, make Hewlett Packard Enterprise one of the world´s most attractive employers. At HPE our goal is to provide equal opportunities, work-life balance, and constantly evolving career opportunities.

If you are looking for challenges in a pleasant and international work environment, then we definitely want to hear from you. Apply now below, or directly via our Careers Portal at www.hpe.com/careers

You can also find us on:
https://www.facebook.com/HPECareers
https://twitter.com/HPE_Careers

1065569",4.2,"Hewlett Packard Enterprise
4.2",Bengaluru,"Palo Alto, CA",10000+ employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
48,Data Scientist,"As a Data Science Associate Manager at PayPal, you will apply your leadership, strategic and analytical skills to major company challenges. You will act as a business consultant to drive recommendations and implement solutions that ultimately impact the bottom line. And you will do it all by collaborating with a global team of colleagues across sales, operations, product, data science, and finance in an environment that values your insight, encourages you to take on new responsibility, promotes continuous learning, and rewards innovation.",3.0,"Stark Inc.
3.0",New Delhi,"Cambridge, MA",1001 to 5000 employees,1973,Non-profit Organisation,Aerospace & Defence,Aerospace & Defence,₹50 to ₹100 billion (INR)
49,Data Scientist,"We are looking for strong Data Scientists/Analysts, who will be problem solvers, using predictive modelling techniques and machine learning algorithms, to solve complex business problems in credit and risk domains, and also provide business strategies.

Roles and Responsibilities:
Use of cutting edge machine learning techniques for solving supervised and unsupervised learning problems
Design analytical solutions for complex business problems
Dig deep into data, understand characteristics, evaluate and validate hypotheses through empirical approaches
Recommend and implement best practices around application of statistical modelling
Develop and implement predictive models solving business problems and recommend actionable insights
Mentor and train new recruits
Qualification & Experience
2+ years of experience in the field of analytics, predictive modeling or data science
Strong with programming languages like Python and data processing using SQL or equivalent
Strong with analytical and statistical packages like R, Python Scikit-Learn
Additional familiarity with C/C++ welcome
Experience with the following machine learning algorithms desirable: Gradient Boosting, Decision Trees, Logistic Regression, Random Forests, Deep Neural Networks, Ensemble methods
Experience with NoSQL and distributed data processing technologies such as Hadoop is also desirable
Bachelor or Master in Operations Research, Computer Engineering or in closely related Quantitative Disciplines from a premier institution.
Interested? Please send your resume to careersindia@applieddatafinance.com.",4.5,"Applied Data Finance
4.5",Chennai,"San Diego, CA",51 to 200 employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable
